user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings
TARA_ASE_MAG_00011.fa.fna	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002708015	GCA_002708015.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002708015	98.69	0.82	GCA_002708015.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002708015	98.69	0.82	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002502625.1, s__MGIIb-N2 sp002502625, 95.0, 90.61, 0.88; GCA_002702985.1, s__MGIIb-N2 sp002702985, 95.0, 90.23, 0.75; GCA_002697105.1, s__MGIIb-N2 sp002697105, 95.0, 88.73, 0.68; GCA_002708695.1, s__MGIIb-N2 sp002708695, 95.0, 80.43, 0.65; GCA_002503045.1, s__MGIIb-N2 sp002503045, 95.0, 80.4, 0.59; GCA_002503665.1, s__MGIIb-N2 sp002503665, 95.0, 78.7, 0.28; GCA_002718215.1, s__MGIIb-N2 sp002718215, 95.0, 78.52, 0.42; GCA_002713585.1, s__MGIIb-N2 sp002713585, 95.0, 77.63, 0.11; GCA_002712285.1, s__MGIIb-N2 sp002712285, 95.0, 77.39, 0.11; GCA_002497905.1, s__MGIIb-N2 sp002497905, 95.0, 77.38, 0.09; GCA_002506875.1, s__MGIIb-N2 sp002506875, 95.0, 76.42, 0.09	56.83	11	N/A	N/A
GCA_002692365.2_ASM269236v2_cds_from_genomic.fna.fna	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002502625	GCA_002502625.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002502625	99.55	0.89	GCA_002502625.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002502625	99.55	0.89	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002708015.1, s__MGIIb-N2 sp002708015, 95.0, 90.18, 0.78; GCA_002702985.1, s__MGIIb-N2 sp002702985, 95.0, 89.58, 0.77; GCA_002697105.1, s__MGIIb-N2 sp002697105, 95.0, 88.34, 0.59; GCA_002708695.1, s__MGIIb-N2 sp002708695, 95.0, 80.73, 0.63; GCA_002503045.1, s__MGIIb-N2 sp002503045, 95.0, 80.45, 0.66; GCA_002503665.1, s__MGIIb-N2 sp002503665, 95.0, 80.39, 0.23; GCA_002713585.1, s__MGIIb-N2 sp002713585, 95.0, 78.78, 0.03; GCA_002718215.1, s__MGIIb-N2 sp002718215, 95.0, 78.64, 0.34; GCA_002497905.1, s__MGIIb-N2 sp002497905, 95.0, 77.34, 0.05; GCA_002506875.1, s__MGIIb-N2 sp002506875, 95.0, 76.1, 0.06; GCA_002712285.1, s__MGIIb-N2 sp002712285, 95.0, 75.85, 0.06	65.05	11	N/A	N/A
TARA_MED_MAG_00053.fa.fna	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002502625	GCA_002502625.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002502625	99.57	0.9	GCA_002502625.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002502625	99.57	0.9	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002708015.1, s__MGIIb-N2 sp002708015, 95.0, 90.57, 0.8; GCA_002702985.1, s__MGIIb-N2 sp002702985, 95.0, 90.02, 0.77; GCA_002697105.1, s__MGIIb-N2 sp002697105, 95.0, 88.17, 0.8; GCA_002708695.1, s__MGIIb-N2 sp002708695, 95.0, 80.95, 0.61; GCA_002503045.1, s__MGIIb-N2 sp002503045, 95.0, 80.63, 0.69; GCA_002503665.1, s__MGIIb-N2 sp002503665, 95.0, 79.22, 0.44; GCA_002718215.1, s__MGIIb-N2 sp002718215, 95.0, 78.43, 0.42; GCA_002713585.1, s__MGIIb-N2 sp002713585, 95.0, 77.73, 0.1; GCA_002497905.1, s__MGIIb-N2 sp002497905, 95.0, 77.27, 0.09; GCA_002712285.1, s__MGIIb-N2 sp002712285, 95.0, 76.9, 0.11; GCA_002506875.1, s__MGIIb-N2 sp002506875, 95.0, 76.3, 0.1	80.0	11	N/A	N/A
GCA_002697105.1_ASM269710v1_cds_from_genomic.fna.fna	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002697105	GCA_002697105.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002697105	100.0	1.0	GCA_002697105.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002697105	100.0	1.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002702985.1, s__MGIIb-N2 sp002702985, 95.0, 90.2, 0.8; GCA_002708015.1, s__MGIIb-N2 sp002708015, 95.0, 88.93, 0.82; GCA_002502625.1, s__MGIIb-N2 sp002502625, 95.0, 88.26, 0.95; GCA_002712285.1, s__MGIIb-N2 sp002712285, 95.0, 86.98, 0.02; GCA_002497905.1, s__MGIIb-N2 sp002497905, 95.0, 85.47, 0.03; GCA_002708695.1, s__MGIIb-N2 sp002708695, 95.0, 79.75, 0.65; GCA_002506875.1, s__MGIIb-N2 sp002506875, 95.0, 78.91, 0.05; GCA_002503665.1, s__MGIIb-N2 sp002503665, 95.0, 78.86, 0.2; GCA_002503045.1, s__MGIIb-N2 sp002503045, 95.0, 78.65, 0.63; GCA_002713585.1, s__MGIIb-N2 sp002713585, 95.0, 78.55, 0.06; GCA_002718215.1, s__MGIIb-N2 sp002718215, 95.0, 78.43, 0.32	48.32	11	N/A	N/A
GCA_002708695.1_ASM270869v1_cds_from_genomic.fna.fna	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002708695	GCA_002708695.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002708695	100.0	0.99	GCA_002708695.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002708695	100.0	0.99	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002708015.1, s__MGIIb-N2 sp002708015, 95.0, 81.25, 0.57; GCA_002702985.1, s__MGIIb-N2 sp002702985, 95.0, 81.2, 0.64; GCA_002503045.1, s__MGIIb-N2 sp002503045, 95.0, 81.09, 0.62; GCA_002718215.1, s__MGIIb-N2 sp002718215, 95.0, 81.08, 0.43; GCA_002503665.1, s__MGIIb-N2 sp002503665, 95.0, 80.86, 0.23; GCA_002502625.1, s__MGIIb-N2 sp002502625, 95.0, 80.68, 0.73; GCA_002697105.1, s__MGIIb-N2 sp002697105, 95.0, 80.55, 0.45; GCA_002497905.1, s__MGIIb-N2 sp002497905, 95.0, 77.15, 0.08; GCA_002712285.1, s__MGIIb-N2 sp002712285, 95.0, 76.79, 0.05; GCA_002713585.1, s__MGIIb-N2 sp002713585, 95.0, 76.51, 0.08; GCA_002506875.1, s__MGIIb-N2 sp002506875, 95.0, 75.89, 0.06	65.26	11	N/A	N/A
TARA_ANW_MAG_00045.fa.fna	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002503665	GCA_002503665.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002503665	99.05	0.75	GCA_002503665.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002503665	99.05	0.75	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002718215.1, s__MGIIb-N2 sp002718215, 95.0, 91.05, 0.78; GCA_002708695.1, s__MGIIb-N2 sp002708695, 95.0, 78.99, 0.42; GCA_002702985.1, s__MGIIb-N2 sp002702985, 95.0, 78.37, 0.37; GCA_002708015.1, s__MGIIb-N2 sp002708015, 95.0, 78.19, 0.38; GCA_002502625.1, s__MGIIb-N2 sp002502625, 95.0, 78.12, 0.45; GCA_002503045.1, s__MGIIb-N2 sp002503045, 95.0, 78.07, 0.41; GCA_002506875.1, s__MGIIb-N2 sp002506875, 95.0, 77.99, 0.09; GCA_002697105.1, s__MGIIb-N2 sp002697105, 95.0, 77.74, 0.35; GCA_002713585.1, s__MGIIb-N2 sp002713585, 95.0, 77.61, 0.11; GCA_002497905.1, s__MGIIb-N2 sp002497905, 95.0, 77.42, 0.12; GCA_002712285.1, s__MGIIb-N2 sp002712285, 95.0, 77.41, 0.13	63.99	11	N/A	N/A
GCA_002718215.1_ASM271821v1_cds_from_genomic.fna.fna	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002718215	GCA_002718215.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002718215	100.0	1.0	GCA_002718215.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002718215	100.0	1.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002503665.1, s__MGIIb-N2 sp002503665, 95.0, 89.68, 0.47; GCA_002708695.1, s__MGIIb-N2 sp002708695, 95.0, 80.97, 0.45; GCA_002497905.1, s__MGIIb-N2 sp002497905, 95.0, 79.4, 0.1; GCA_002702985.1, s__MGIIb-N2 sp002702985, 95.0, 78.87, 0.37; GCA_002503045.1, s__MGIIb-N2 sp002503045, 95.0, 78.77, 0.42; GCA_002713585.1, s__MGIIb-N2 sp002713585, 95.0, 78.45, 0.08; GCA_002502625.1, s__MGIIb-N2 sp002502625, 95.0, 78.45, 0.49; GCA_002697105.1, s__MGIIb-N2 sp002697105, 95.0, 78.19, 0.34; GCA_002506875.1, s__MGIIb-N2 sp002506875, 95.0, 78.07, 0.08; GCA_002708015.1, s__MGIIb-N2 sp002708015, 95.0, 77.9, 0.4; GCA_002712285.1, s__MGIIb-N2 sp002712285, 95.0, 77.83, 0.07	62.69	11	N/A	N/A
GCA_002713585.1_ASM271358v1_cds_from_genomic.fna.fna	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002713585	GCA_002713585.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002713585	100.0	1.0	GCA_002713585.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002713585	100.0	1.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002497905.1, s__MGIIb-N2 sp002497905, 95.0, 87.99, 0.93; GCA_002506875.1, s__MGIIb-N2 sp002506875, 95.0, 87.81, 0.85; GCA_002712285.1, s__MGIIb-N2 sp002712285, 95.0, 80.69, 0.75; GCA_002697105.1, s__MGIIb-N2 sp002697105, 95.0, 77.22, 0.02; GCA_002503665.1, s__MGIIb-N2 sp002503665, 95.0, 77.14, 0.04; GCA_002718215.1, s__MGIIb-N2 sp002718215, 95.0, 76.98, 0.06; GCA_002708015.1, s__MGIIb-N2 sp002708015, 95.0, 76.89, 0.01; GCA_002502625.1, s__MGIIb-N2 sp002502625, 95.0, 76.82, 0.01; GCA_002702985.1, s__MGIIb-N2 sp002702985, 95.0, 76.51, 0.01; GCA_002708695.1, s__MGIIb-N2 sp002708695, 95.0, 76.08, 0.06	73.99	11	N/A	N/A
TARA_ANE_MAG_00019.fa.fna	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002713585	GCA_002713585.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002713585	99.21	0.86	GCA_002713585.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002713585	99.21	0.86	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002497905.1, s__MGIIb-N2 sp002497905, 95.0, 88.15, 0.85; GCA_002506875.1, s__MGIIb-N2 sp002506875, 95.0, 88.11, 0.83; GCA_002712285.1, s__MGIIb-N2 sp002712285, 95.0, 81.49, 0.69; GCA_002503665.1, s__MGIIb-N2 sp002503665, 95.0, 78.09, 0.08; GCA_002502625.1, s__MGIIb-N2 sp002502625, 95.0, 77.66, 0.1; GCA_002718215.1, s__MGIIb-N2 sp002718215, 95.0, 77.54, 0.09; GCA_002702985.1, s__MGIIb-N2 sp002702985, 95.0, 77.54, 0.07; GCA_002708695.1, s__MGIIb-N2 sp002708695, 95.0, 77.48, 0.07; GCA_002708015.1, s__MGIIb-N2 sp002708015, 95.0, 77.37, 0.1; GCA_002503045.1, s__MGIIb-N2 sp002503045, 95.0, 77.16, 0.08; GCA_002697105.1, s__MGIIb-N2 sp002697105, 95.0, 76.85, 0.09	81.4	11	N/A	N/A
GCA_002700955.2_ASM270095v2_cds_from_genomic.fna.fna	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002713585	GCA_002713585.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002713585	97.91	0.83	GCA_002713585.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002713585	97.91	0.83	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002497905.1, s__MGIIb-N2 sp002497905, 95.0, 88.23, 0.87; GCA_002506875.1, s__MGIIb-N2 sp002506875, 95.0, 88.02, 0.86; GCA_002708015.1, s__MGIIb-N2 sp002708015, 95.0, 82.69, 0.02; GCA_002708695.1, s__MGIIb-N2 sp002708695, 95.0, 80.33, 0.11; GCA_002712285.1, s__MGIIb-N2 sp002712285, 95.0, 80.32, 0.68; GCA_002702985.1, s__MGIIb-N2 sp002702985, 95.0, 78.01, 0.04; GCA_002502625.1, s__MGIIb-N2 sp002502625, 95.0, 77.98, 0.06; GCA_002503045.1, s__MGIIb-N2 sp002503045, 95.0, 77.16, 0.05; GCA_002718215.1, s__MGIIb-N2 sp002718215, 95.0, 75.69, 0.05; GCA_002697105.1, s__MGIIb-N2 sp002697105, 95.0, 75.35, 0.05; GCA_002503665.1, s__MGIIb-N2 sp002503665, 95.0, 74.52, 0.01	72.11	11	N/A	N/A
TARA_MED_MAG_00080.fa.fna	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002713585	GCA_002713585.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002713585	98.14	0.87	GCA_002713585.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002713585	98.14	0.87	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002506875.1, s__MGIIb-N2 sp002506875, 95.0, 88.45, 0.81; GCA_002497905.1, s__MGIIb-N2 sp002497905, 95.0, 88.38, 0.83; GCA_002712285.1, s__MGIIb-N2 sp002712285, 95.0, 81.37, 0.68; GCA_002502625.1, s__MGIIb-N2 sp002502625, 95.0, 78.02, 0.11; GCA_002708015.1, s__MGIIb-N2 sp002708015, 95.0, 77.69, 0.09; GCA_002503665.1, s__MGIIb-N2 sp002503665, 95.0, 77.69, 0.06; GCA_002702985.1, s__MGIIb-N2 sp002702985, 95.0, 77.63, 0.07; GCA_002708695.1, s__MGIIb-N2 sp002708695, 95.0, 77.52, 0.07; GCA_002503045.1, s__MGIIb-N2 sp002503045, 95.0, 77.02, 0.09; GCA_002718215.1, s__MGIIb-N2 sp002718215, 95.0, 76.92, 0.09; GCA_002697105.1, s__MGIIb-N2 sp002697105, 95.0, 76.82, 0.09	75.76	11	N/A	N/A
GCA_002712285.1_ASM271228v1_cds_from_genomic.fna.fna	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002712285	GCA_002712285.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002712285	100.0	1.0	GCA_002712285.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002712285	100.0	1.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002713585.1, s__MGIIb-N2 sp002713585, 95.0, 80.69, 0.76; GCA_002497905.1, s__MGIIb-N2 sp002497905, 95.0, 80.67, 0.8; GCA_002697105.1, s__MGIIb-N2 sp002697105, 95.0, 80.53, 0.02; GCA_002506875.1, s__MGIIb-N2 sp002506875, 95.0, 80.48, 0.71; GCA_002718215.1, s__MGIIb-N2 sp002718215, 95.0, 77.76, 0.07; GCA_002503665.1, s__MGIIb-N2 sp002503665, 95.0, 77.73, 0.06; GCA_002708695.1, s__MGIIb-N2 sp002708695, 95.0, 77.08, 0.02; GCA_002702985.1, s__MGIIb-N2 sp002702985, 95.0, 75.85, 0.04; GCA_002503045.1, s__MGIIb-N2 sp002503045, 95.0, 75.84, 0.08; GCA_002502625.1, s__MGIIb-N2 sp002502625, 95.0, 75.47, 0.08; GCA_002708015.1, s__MGIIb-N2 sp002708015, 95.0, 75.3, 0.06	75.31	11	N/A	N/A
GCA_002696845.1_ASM269684v1_cds_from_genomic.fna.fna	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002712285	GCA_002712285.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002712285	97.04	0.84	GCA_002712285.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002712285	97.04	0.84	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002497905.1, s__MGIIb-N2 sp002497905, 95.0, 80.63, 0.69; GCA_002713585.1, s__MGIIb-N2 sp002713585, 95.0, 80.39, 0.68; GCA_002506875.1, s__MGIIb-N2 sp002506875, 95.0, 79.8, 0.65; GCA_002503665.1, s__MGIIb-N2 sp002503665, 95.0, 77.34, 0.05; GCA_002702985.1, s__MGIIb-N2 sp002702985, 95.0, 76.31, 0.05; GCA_002708695.1, s__MGIIb-N2 sp002708695, 95.0, 75.88, 0.04; GCA_002502625.1, s__MGIIb-N2 sp002502625, 95.0, 75.56, 0.05; GCA_002503045.1, s__MGIIb-N2 sp002503045, 95.0, 75.55, 0.05; GCA_002718215.1, s__MGIIb-N2 sp002718215, 95.0, 75.45, 0.05; GCA_002697105.1, s__MGIIb-N2 sp002697105, 95.0, 75.41, 0.03; GCA_002708015.1, s__MGIIb-N2 sp002708015, 95.0, 75.37, 0.06	64.42	11	N/A	N/A
AH-326-C17_contigs.fasta.fna	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-P;s__MGIIb-P sp002498455	GCA_002498455.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-P;s__MGIIb-P sp002498455	96.77	0.7	GCA_002498455.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-P;s__MGIIb-P sp002498455	96.77	0.7	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-P;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002724815.1, s__MGIIb-P sp002724815, 95.0, 89.66, 0.65; GCA_002701965.1, s__MGIIb-P sp002701965, 95.0, 81.26, 0.34; GCA_002505685.1, s__MGIIb-P sp002505685, 95.0, 78.81, 0.34; GCA_002457195.1, s__MGIIb-P sp002457195, 95.0, 77.95, 0.14; GCA_002722595.1, s__MGIIb-P sp002722595, 95.0, 77.39, 0.16	20.37	11	N/A	N/A
GCA_002711575.1_ASM271157v1_cds_from_genomic.fna.fna	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-P;s__MGIIb-P sp002498455	GCA_002498455.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-P;s__MGIIb-P sp002498455	97.66	0.92	GCA_002498455.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-P;s__MGIIb-P sp002498455	97.66	0.92	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-P;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002724815.1, s__MGIIb-P sp002724815, 95.0, 90.41, 0.89; GCA_002722595.1, s__MGIIb-P sp002722595, 95.0, 81.2, 0.18; GCA_002701965.1, s__MGIIb-P sp002701965, 95.0, 80.24, 0.48; GCA_002505685.1, s__MGIIb-P sp002505685, 95.0, 76.69, 0.2; GCA_002457195.1, s__MGIIb-P sp002457195, 95.0, 76.54, 0.11	58.2	11	N/A	N/A
GCA_002724815.1_ASM272481v1_cds_from_genomic.fna.fna	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-P;s__MGIIb-P sp002724815	GCA_002724815.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-P;s__MGIIb-P sp002724815	100.0	1.0	GCA_002724815.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-P;s__MGIIb-P sp002724815	100.0	1.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-P;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002498455.1, s__MGIIb-P sp002498455, 95.0, 90.74, 0.85; GCA_002722595.1, s__MGIIb-P sp002722595, 95.0, 81.21, 0.16; GCA_002701965.1, s__MGIIb-P sp002701965, 95.0, 80.53, 0.47; GCA_002505685.1, s__MGIIb-P sp002505685, 95.0, 77.75, 0.27; GCA_002457195.1, s__MGIIb-P sp002457195, 95.0, 77.22, 0.08	67.19	11	N/A	N/A
